id,label
32,-hifEltfrAnfWndDAwIzRdzbl@klcT-DAskwYrwazkwYtWtAvbrET-
33,-TrAstIGopAnDAprapREntrAnsAvDAtEnt-rabAnsAdAnlirAStfcrTwIDhIzbRdAnwIDAgretSWt-
34,-Am@tfISeAm@nfiSe-gemwEltuDArEskyu-
35,-tekIG@dv@ntIjAvDIsDAskwYRzfyumEnridAbAldDErEfRtsAnd-EnkRIjdbYrabAnzAndDAlItAlstrolRzkrYz-faltDErwetuhIm-
36,-jcrjmantfikItwIlnEvRfRgEtDIsde-
37,-wAtIzycrnemlcrdIG@sktAlItAlstrolRprEzAntli-
38,-rabAnfItsuT-
39,-AndmYnIzwIlstEdli-S@lwibikamr@dz-
40,-rYtwIlIGlifcrbItwinAswih@vwAnDAb@tAl@nsRdrabAn-
41,-YlYkyuwIl-yuarDAsEkAndwIlD@tYh@vmEtInlYtwIDIntudez-IzDErAsYnAnD@t-
42,-manfiSekhcldWtfcrabAntugIvhIm@narm-
43,-frEndz-sEdmontviSefentlituDArEslRz-bErAsEskcrtsofar@zDASErAfshWs-
44,-ItwIlnatbisefcryutustehirnW-
45,-prefaloAswIDmYnInmYlcrdCErIfsmEn-
46,-natAyAGk@sAlwazriCt-AndIdvItAnswazdIm@ndAd-
47,-m@stRmansoDASErAfAvnadIGh@ndwazmYtAlipUtAbWtwEntoldwIDArYAtIG-
48,-AndhEnrimYtrItRntuIGglAnd@tEnimomAnt-
49,-h@vycrwIlCYldIfDAbOclsowIlsItn-matbiSe@nsRdfilIGtuIltwIApopEniTIGvEristrcGlijAstDEn-
50,-himed@nEfRtuhYdhIzkAndISAnfrAmDEmcl-AndrabAnfElthIzfIGgRztYtAnApanhIzarm-
51,-bEgdmiArumAvDASErAfCYld-kwIkli-
52,-bAthuwIzDIsfEloplakIG@trIspiv-
53,-hiIzmYEskwYrEkslEnsirItRndrabAnwIDdIgnAti-
54,-mIstrAsfItsuTh@dbInk@ridcfbYDAstErAfsdctRAnhRmedz@zsun@zDeh@dEntRdDAhWsoD@trabAnAlonh@dDAkErAvmantpiSe-
55,-rabAnwazgl@dwEn@tlEGkTDewRlEftuDErondIvYsAz-
56,-DAwYndIdsRtAnlibrIGb@kDAkAlRtuDAskwYRzCiks-
57,-DizEskApetzarnatfcroldgemwElEd-hIzdeh@zkAmtutwYlYt-
58,-wIlyufRgIvminW-
59,-ItAlbinodIsApOntmAntumi-
60,-noT@Gks-Y@mgl@dtugIvyusACizih@pinAs-
61,-yuarAwRTilitwIlprEzAntliwIspRdrabAn-DAwYnh@zwRktAmarvAl-
62,-Y@nSoyusAmprItitrIks-
63,-DAyAGfItsuTh@dbInkAm@ndAdtuhIzmADRzCembRsosun@zhih@dkAmWtfrAmhIzkanvRswIDAskwYr-
64,-DErbIfEl@n@GkSAsIntRvyu-mIstrAsD@tuTargyuIGfcrAndAgEnstDAskwYRzprajEktInAbrET-
65,-mostAvclrabAnTctAvhIzfaDR-wAtwUdhikWnsAl-
66,-IfRwInyubEgRyRsElfYk@natsteyu-
67,-bAtekItwIlstYlYv-AndwErmAnfiSezSildInDAdezwEnmYzk@nbirIjOstbYsobrevAsYt-fcryuwIlnEvRdIsgresWRstACAndYwcrAntmi-
68,-DAl@d@dCEkthImDEn-
69,-nEvRD@tsR-hih@dsEd-
70,-hiwazIndipkanvRswIDAklRkAndEntRdDAhclholdIGhImbYDAarm-
71,-nWtubEd-bO-
72,-tIzlet-AndYgomYsElfwIDInAScrtspes-
73,-dIsmAsycrskwYrabAnAdbIdmikUditAn-
74,-@zEniInIGglAndYwUdse-sEdkemwElprWdli-D@tIzInhIzde-
75,-yEthiwIltiCyuAfyutrIkswEnmcrnIGIzkAm-
76,-DErwaznoC@nstucltRhIzslipIGrumtuwAnIrRtugemwElzCembR-
77,-prEzAntlihikrcstDAflcrAvhIzrumwIDdIsYdIdstEp-
78,-wIlkrYdhiscftli-AndstEtlihuh@dCozAnhIzkWtAkrcsDAdcrAvhIzyAGm@stRzCembR-spr@GAp@twAns@n@nsR-
79,-wiwIlgoWtAgEDRtuDAbWR-DErIzAwedWntuDAkcrtfcrAmYwIndo-
80,-rEstAndbistIlAntIlYwcrnyu-
81,-DAWRzp@stwiRAlibY-AndmuvmAntkUdyEtbihRdAbWtDAhcl-
82,-@tl@stclwazkwYAtIndbl@kInDAkcrtyardAvgemwEl-
83,-wIl-wIspRdrabAndopAnIGhIzdcr@zhispok-aryurEdi-
84,-DeDEnrInudDErjRniAndAndRDAbEtRlYtmedAsefkrcsIGAvDAstebAlrufs-
85,-rabAnEntRdDAhAtdr@gIGDAnwIlIGEskwYr@ftRhIm-
86,-binatsofulISfrEnd-sEdfIzATkrcsli-
87,-DemuvdDEr@ftRkcSAsliAbWtDAhAt-gropIGbIfcrInAbWtDEmtufYndsAmTIGtuSoD@tDAbcrAntInh@dfUlfIldhIzmISAn-
88,-DewRApanDAvRjAv@nopAntr@pInDAfarkcrnRAvDAhAt-AndstEtliAdtrIptovRDAEjAvDArIvRstfl@pmWDAvDIspIt-
89,-fItwATsh@ndrEstAd@tl@stApanDAtaprcmnAvAl@dRAndsloliDAtruTkemtuhIm-
90,-rabAnkErfAlidIsEndAdDAl@tRAndfWndhImsElfsunApanfRmbrakigrWnd-
91,-hAstAliwazbYhIzsYdInDAfl@SAndDEnDeboTbIg@nfilIGAbWtDEmtu@sRtenDASepInkErIktRAvhIzfclt-
92,-frAmDAbl@knAsbIhYndDAlYtDehRdAvOs-wcrIntAnz-
93,-sevmim@stRzbAtyustartAldmirErli-
94,-krYdhiwevIGDAl@nTRnbIfcrhImtumekSUrD@tDizwRnogostsInfrAntAvhIm-
95,-InkwYRdrabAnwIDhIzsAspISAnstIlApanhIm-
96,-trulisACAhcrswUdbiwRTmACInadIGhImfEr-
97,-nenlcrdIG-@nsRdwcrAntAnwIDAh@fl@f-
98,-wcrAntAnspokDAswazsugnIfIkAns-tuSorabAnD@thiwaznatuTIGkjEfrizklemztuDAIstetwUdbip@stbY-
99,-rabAnfItswuTscD@thIzgWtsAvwcrAntAnh@dbInAnfEr-AndhibIkemASemdAvhImsElfcrhaRbRIGDEm-
100,-hIztonzr@GplEzAntlianwcrIGtEnzIrz-AndfcrTwIDAgUdfEloSIpwazhErAldIdbItwinDEm-
101,-DAoldsRvAntoldhImkwYAtli@zDekrEptb@ktugemwElD@tDIsp@sAjwelEdfrAmDAhAtAnDAplEzAntstuSRwUd-AndD@tjEfrifcrDAtYmwazhYdIGwIDAWtlczInDAfcrAst-
102,-hiImplcrzAztubidIskrit@zDAgrevInDIsm@tR-fcrInsuthIzlYfIzInDAhaloAvWRh@ndz-
103,-DerIgenDErApartmAntApErAntliwITWtdIstRbIGDAhWsholdAvgemwYl-
104,-clsowepapyAlRkAndrYvAns-wErbYnAfmekIGmebisAspEndAd-bAtnatstapt-dUrIGDApIknIkizAn-
105,-hR@G-DAtYRsAmpradAktAvAtYRlAstAG-
106,-@Ggcr-pen-penfAltuhir-
107,-hefivR-AhartrRbAlkazdbYfalIGInlAvwIDAgr@swIdo-
108,-hEvAn-AgUdplestubirezdtu-
109,-hEj-AfEns-
110,-hREdAti-DAkazAvclWRfclts-
111,-hUrsEns-AdIgriAvwIzdAmD@tkipswAnfrAmbEtIGanDAresAz-
112,-hoz-m@nzIkskyusfcrwEtIGDAwck-
113,-hotEl-ApleswErAgEstcfAngIvzApAgUdalRzfcrpUrkwcrtRz-
114,-hWsklinIG-AdAmEstIkAphivAl-AndD@tmeksIt-izifcrDAgAvRmAntuEnlIst-clDAsoljRz@tnidz-
115,-hAzbAnd-DAnEkstTIGtuAwYf-
116,-hAsi-wUmAn-Andban-tY-
117,-thYd-tuAwUmAn-
118,-kEpAkrIt-AhcrsdIRR-
119,-DozprItircGzD@tlIbRtikAmIts-wEnY@msAmtYm@bsAntfrAmDYhart-DYbyuti-AndDYyIrzfUlwEldIfIts-fcrstIltEmteSAnfalozwErDWart-
120,-Ymi-
121,-nom@tRbIn-clDomYfUtdIdst@nd-ApanDAfaDAst-RT-rimuvdfrAmDi-fcrnImbAlTct-k@njAmp-boTsiAndl@nd-@zsun@zTIGk-DApleswErhiwUdbi-bAtal-
122,-TctkIlzmiD@tY@mnatTct-tuliplarjlEGkTsAvmYlzwEnDWartgcn-bAtD@tsomACAvRTAndwctRrct-YmAstAtEnd-tYmzlEZRwIDmYmon-rAsivIGnat-bYElAmAntsoslo-bAthEvitErz-b@jIz-Av-iDRzwo-
123,-mYhart-dcTplid-D@tDWInhyumAndcslY-AklazAtnEvRpirstwIDkrIstAlYz-bAtDAdIfEndAnt-dcTD@tplidInY-AndsEzInhImDYfErApIrAnslYz-
124,-yuarmYclDAwRld-AndYmAststrYv-tunomYSemzAndprezAzfrAmycrtAG-nAnElstumi-ncrYtunAnAlYv-D@tmYstildsEnscrCenjAzrYt-crcG-
125,-otIsDAfRst-tIzfl@tRiInmYsin-AndmYgretmYndmostkIGlidrIGsItAp-mYnYwElnozwAtwIDhIzgAstIzgrin-AndtuhIzp@lAtdcTpripErDAkAp-IfItbipOzAnd-tIsDAlEsRsIn-D@tmYnYlAvzIt-AndcTfRstbIgIn-
126,-bAtrEkAnIGtYm-huzmIlyAnd@ksAdAnts-kripIntwIkstvWz-InCenjdIkrizAvkIGz-t@nsekrAdbyuti-blAntDASapAstIntEnsdYvRtstrcGmYndztuDAkcrsAvcltRIGTIGz-Al@s-wYfIrIGAvtYmztIrAni-mYtYnatDEnse-nWYlAvyubEst-wEnYwazsRtAncrInsRtAnti-krWnIGDAprEzAnt-dWtIGAvDArEst-
127,-lAvIzAbed-DEnmYtYnatseso-tugIvfUlgrov-tuD@t-wICstIl-dcTgro-
128,-soYrItRnribyukt-tumYkantEnt-AndgenbYIl-TrYsmcr-D@nYh@vspEnt-
129,-ItwazDIsabzRveSAnD@tdrufrAmdAglAs-natImidiAtlibAtletRInDAivnIG-ArIplYD@th@dDAIntrAstIGkansAkwAns-tuwICYkclAtEnSAn-
130,-sAmwAnElstoldAstcrinatpartIkyAlRliIfEktIv-wICYschiwaznatfaloIG-
131,-krYdwAnAvDAwImAn-hitUknonotAsAvhR-hilUkt@tmi-bAt@zIf-InstEdAvmi-hiscwAthispokAv-
132,-DErwazAyun@nAmAsgron@tDIs-AndmACriproC-@ftRwICInhIzpriakyApYdwehiIksplend-
133,-DAstcrizrItAn-
134,-YkUdrYtumYm@nAndAnklozdDAki-hikUdsEndWnDAp@kAt@zhifYndzIt-
135,-DADRzrIzEntAdposponmAnt-bAtItwazjAst@zskrupAlzt@tCarmdmi-
136,-tuDIshIz@nsRwazprampt-povT@Gkgadno-And-IzDArEkRdyUrz-
137,-hihAGfYRAgEn-AwUmAnz-
138,-Sih@zbIndEdDiztwEntiyIrz-
139,-SisEntbiDApejAzInkwEsCAnbIfcrSidYd-
140,-SiwazDAmostAgriAbAlwUmAnYh@vEvRnonInhRpAzISAn-SiwUdh@vbInwRDiAvEniwAtEvR-
141,-wazAnsImpliD@tSisEdso-bAtD@tYnuSih@dAnt-YwazSUr-YkUdsi-
142,-yulizAlijAjwYwEnyuhirbIkczDATIGh@dbInsACAskEr-hikAntInyudtufIksmi-
143,-yu-ar-Akyut-
144,-hikwItIdDAfYRAndraptb@kIntuhIzCEr-
145,-prabAblinatAlDAsEkAndpost-
146,#NAME?
147,-krYdDAledizhuzdIparCRh@dbInfIkst-
148,-mIsIzgrIfInhWEvRIksprEstDAnidfcrAlItAlmcrlYt-
149,-huwazItSiwazInlAvwID-DAstcriwIltEl-YtUkApanmYsElfturIplY-oYk@ntwetfcrDAstcri-DAstcriwont-tElsEdAglAs-natInEnilItRAlvAlgRwe-mcrzDApItiDEn-
150,-wAntyutEldAglAs-
151,-kwEEl-IfYdontnohuSiwazInlAvwID-Ynohuhiwaz-
152,-lEtmisehirdIstIGktlituh@vdAnwIDIt-D@tDIsn@rAtIv-frAm@nIgz@kttr@nskrIptAvmY-onmedmACletR-IzwAtYS@lprEzAntligIv-
153,-pUrdAglAs-bIfcrhIzdET-wEnItwazIntsYt-kAmItAdtumiDAm@nyAskrIptD@triCthImanDATRdAvDizdezAndD@t-anDAsemspat-wIDImEnsIfEkt-hibIg@nturEdtuWRhAStlItAlsRkAl-anDAnYtAvDAfcrT-
154,-DAdIpartIGledizhuh@dsEdDewUdstedIdAntAvkcrsT@GkhEvAnzte-DedIpartAd-InkansAkwAnsAvRenjmAntsmed-InArejAvkyUriasAti@zDeprAfEst-prAdustbYDAtACAzwIDwIChih@dclrEdiwRkthIzAp-
155,-DAfRstAvDiztACAzkAnvedD@tDArItAnstetmAnt-tUkApDAtel-@tApOnt-@ftRIth@d-InAm@nR-bAgAn-
156,-hih@dfcrhIzontWnrEzIdAnsAvbIIghWsfIldwIDAspOlzAvtr@vAl-AndDAtrofizAvDACes-bAtItwaztuhIzkAntrihom-@noldf@mAliplesInEsIks-D@thiwISthRImidiAtlituprAsid-
157,-DAakwRdTIGwazD@tDeh@dpr@ktAklinoADRrileSAnz-AndD@thIzonAfErztUkApclhIztYm-
158,-DewRplEntiAvpipAltuhElp-bAtAvkcrsDAyAGledihuSUdgodWn@zgAvRnAs-wUdbiInsAprimATcrAti-
159,-Y-dont@ntIsApet-
160,-SiwazyAG-AntrYd-nRvAs-ItwazAvIZAnAv-sIriAsdutizAndlItAlkAmpAni-ArIligretlonlinAs-
161,-yEsbAtD@tsjAstDAbyutiAvhRp@SAn-
162,-ItwazDAbyutiAvIt-
163,-ItsWndAdAl-D@tsWndAdstrenj-AndclDAmcrsRbIkczAvhIzmemkAndISAn-wICwaz-
164,-SipramAstuduDIs-AndSimEnSAndtumiD@twEnfcrAmomAnt-dIsbRdAnd-dIlYtAd-hihEldhRh@nd-T@GkIGhRfcrDAs@krAfYs-SiclrEdifEltrIwcrdId-
165,-wItwazD@t-clhRrIwcrd-wAnAvDAlediz@skt-
166,-hirSiwUdste-kAmfRtIdAndsuDdAmAGDAlAvlipl@ntsAndrICIgzatIks-rIjOsIGDAhartAvoldtRnADAgardAnRhusInspalizfRstr@pCRAsEntrAns-h@dtekAnhRIntuhIzgUdgresIzfcrcltYm-
167,-EvRiC@nsSikUdstil@ftRpr@ktAsWRzwRovRAnd@ftRDAkl@mRAstAm@ndzAvDAbOzApanhRtYmwRfUlis@tAsfYd-wazsizdtuflYanDAwIGzAvDAwYnd-tuDAflWRz-
168,-DEndIr-sEdmIsIzwItni-yumAstbikYndAtuhRD@nEvR-TIGkwAtItwUdbifcrwAnAvyutubiAwefrAmhom-ivInAmAGfrEndz-
169,-sAmhWAvclDAdezwEnDAhomfilIGwazDAstrcGgAst-DIsdeItsimd@zIfSikUdbErItnolcGgR-
170,-IfSikUdonlisifransifcrjAstwAnmomAnt-
171,-oSizclwez@tDApi@no-sEdm@n-SimAstbiDErnWsAmwEr-AndDEnsAmbadil@ft-
172,-@tDIs-DAbAndAlopAndsAdAnli-And-Wtpaptbransi-
173,-bAtpalikUdAntspik-AndIvj@spRh@dAntkathRjAstIntYmSiwUdh@vtAmbAldovRb@kwRdfrAmDAstul-fransiAndcl-
174,-@sktfransiwIDhRlItAlfesklostupalizon-
175,-nWyulste-krYdm@n-sepali-wontyu-
176,-oyuarDA-dIrAstAnd-bEstmIstRkIGYEvRsc-bAthWdudyumekm@milEthRkAm-
177,-IzAnthisplEndAd-krYdj@spR-AndIntEnsprYdswElIGAp-faDRnuhWtuduIt-
178,-DErDErhisEdsuDIGli-p@tIGhRbrWnbAzihEd-
179,-Yno-g@sptpali-kAntrolIGhRsabz-Ywont-onli-Yk@ntT@Gkyu-
180,-@sktfransiAndIntEnsIntrAstslIpIGdWnWtAvpalizarmzAndkrWdIGApkloztuj@spRsYd-
181,-yEs-clAlonbYhImsElf-AsRtAdj@spRviAmAntliAndwIGkIGfyUriAslituDADRztustctDErl@fIG-hidIdnWtrulifransi-
182,-onoj@psR-YmAstgobYmY-vErionsElf-
183,-DErj@pyuvgatIt-l@ftpRsiwYlDADRzskrimdDAsYdAvj@spRzfes-
184,-dontmYndItpali-wIspRdj@spR-twEzAnthRfclt-
185,-dIrmi-Ij@kyuletAdDAoldjEntAlmAn-AndDAtmostAmezmAnt-AndsACAtYm@zYvh@dtugEthRhirtu-
186,-hWdIdhRmADR-EvRlEthRgo-
187,-Si@sktImpAlsIvli-YdIdAntbIlivyukUdpRswedhRfaDR-
188,-YdIdAnth@vEnifIrzIfYwRktItrYtli-sEdDAoldjEntAlmAnkAmplesAntli-
189,-hikrYdInhYdAjAnd-jAst@zIfhiondDAholAvDApEpRz-AndkUdIspozAvDEmcltusuthIzf@nsi-
190,-AndDAoldjEntAlmAnwazsodIlYtAdwIDhIzsAksEs-D@thih@dtubRstWtIntuAsIrizAvScrth@pibItsAvl@ftR-bAtakyApYdkwYtAspesAvtYm-
191,-@tl@sthikemWtAvDEmAndwYphIzfesvIgRAsli-
192,-ItIzsIkstinyIrzsInsjanbRgzAndYd-
193,-hIzwYfnWlYzbIsYdhIm-AndDAlYtS@ftD@tmarksDErgrevzglimzAkrcsDAlitfildz-
194,-frAmDAncrwijAngrevyadwAnlUksWtovRAv@stCEkRbcrd-marktcfInskwErzAvwitAndkcrn-blYtAndark-darkAndlYt-
195,-frAmDAgrevyardgetwAnk@nkWntAtdAzAngelipentAdfarmhWsAz-DAgildIdwEDRvenzanDAbIgrEdbarnzwIGk@tiCADR-AkrcsDAgrinAndbrWnAndyElofildz-
196,-DAErAndDARTarkyUriAslimetItAndIntRmIGgAld-@zIfDAwAnwRDAbrETAvDADR-
197,-hiwazAsplEndAdfIgyRAvAbO-tclAndstret@zAyAGpYntri-wIDAh@nsAmhEd-AndstcrmigreYzdiplisEt-AndRAsIriAsbrW-
198,-D@tsnatmACAvAjabfcr@n@tlit-hirYbIntutWnAndb@k-
199,-@dIgz@ndRlEfyuslipli-
200,-Sig@DRdAphRrenz-
201,-plizwetfcrmimERi-emelkokst-
202,-YnEvRsiluzsYdovRhir-
203,-hWbrWnyuvgatsInsyukemhom-YwISYh@d@n@pAlitumalmYcrCRd-
204,-YgEtwEtumYnizwEnYgodWntupIkCEriz-
205,-Indidhih@dlUktAwewIDApRpAsAvnatsiIGIt-
206,-DeTIGkycrprWdbIkczyuvbInAwetuskulcrsAmTIG-
207,-DErwazsAmTIGIndAvIjAwAlAbWtDAgretfarm-AmostAnyuZAwAlCrImnAsAndkErfcrdItel-
208,-aniDRsYdAvDArod-fcrAmYlbIfcryiriCtDAfUtAvDAhIl-stUdtclosejcrAnCEjIz-DErglcsigrinmakIGcfDAyElofildz-
209,-EniwAnDErAbWtswUdh@vtoldyuD@tDIswazwAnAvDArICAstfarmzanDAdIvYd-AndD@tDAfarmRwazAwUmAn-@lAgz@ndrAbRgzAn-
210,-DErIzivInAwYtrElAvfihYvzInDAcrCRd-AndRDAwclnAtriz-
211,-fr@Gkr@dIGglISspoli-AndDAmcrhiridAbWtDIsdIvcrskes-DA@GgriRhigru-
212,-mRisYd-
213,-AbreskwYnh@dkAmApAndwazdrYvIGpAfiwYtklWdzAkrcsDAskY-
214,-DAartRdwazsparklIGAndrIpAlIGInDAsAn-
215,-D@tInvIteSAndIsYdIdhR-
216,-obAtYmgl@dtugEtDIsplesmod-
217,-jAstsmElDAwYldrozIz-DearclwezsospYsA@ftRARen-
218,-winEvRh@dsomEniAvDEmInhirbIfcr-
219,-YsApozItsDAwEtsizAn-wIlyuh@vtukAtDEmtu-
220,-YsApozD@tsoEtsizAntuDEm-
221,-IfIkzYtIGtusiEvriTIGgroIGfolf@st-AndtugEtDAgr@skAt-
222,-artyuspl@St-lUk@tpAspYdRwEbzclovRDAgr@s-
223,-InAfyumomAntshihRdDACErizdrapIGsmartliAntuDApel-AndhibIg@ntuswIGhIzsYd-wID@tlcG-ivInstrokD@tfyuAmErkAnbOzEvRlRnId-
224,-mRipIktjErizAndseIGscftlituhRsElf-strIpIGwAnglItRIGr@nC@ftRAnADR-SIvRIGwEnSiTctASWRAvrendrapsanhRnEkAndhEr-
225,-AndemiAlmodhIzweslolidWntAwcrdDACEritriz-
226,-D@tsAmRDArenzh@dbInsomEniAndapRtunD@tItwazclmostmcrD@nSAvatAndhIzm@nkUdutukipApwIDAkarn-DAcrCRdwazAnAglEktAdwIldRnAs-
227,-YdontnoclAvDEm-bAtYnalIndAnfY-
228,-IfYfilD@tweYfilD@twe-
229,-hiriCtApAmAGDAbr@nCAz-AndbIg@ntupItDAswit-InsIpItbrut-lcGYvRikAlRdbEriz-tIptwIDmentpIGk-lYkwYtkcrAl-D@tfcltuDAgrWndAnhidIdclsAmRTru-
230,-hidraptAh@ndfUldIntuhRl@p-
231,-yEs-dontyu-
232,-oEvRsamAC-onlihusimz-kYndAvsteItAndskultiCri-
233,-wEnSiyustutElmiAbWthIm-YclwezwAndRdwEDRSiwazAntAlItAlInlAvwIDhIm-
234,-ItwUdsRvyuclrYtIfSiwcktcfwIDkarl-
235,-YlYktutcktukarlAbWtnuycrkAndwAtAfElok@nduDEr-
236,-o-emi-
237,-SUrliyuarnatTIGkIGAvgoIGcfDEr-
238,-bRizfesfWlAndRhIzbrudIGgez-
239,-YmSUrYtYsEndycrhopsyuwIlsteanhir-SimRmRd-
240,-YdontmAntst@ndRWndAlakan-
241,-YwantubiduIGsAmTIGanmYonAkWnt-
242,-sAmtYmzYdontwantuduEniTIG@tcl-AndsAmtYmzYwantupUlDAfcrkcrnRzAvAdIvYdtAgEDR-hiTruWthIzarmAndbrctItb@kwIDAjRk-so-lYkAtebAlklcT-
243,-YgEttYRdAvsiIGm@nAndhcrsAzgoIGApAndWnAp-pAndWn-
244,-YwISyuwRAntsorEflAs-YdIdAntgEtsowRktApovRTIGz-SisEds@dli-
245,-T@Gkyu-hirItRndScrtli-
246,-AndhunEvRyuzdtubikrcstumi-
247,-Yk@ntplewIDyulYkAlItAlbOEnimcr-hisEdsloli-D@tswAtyumIsmRi-
248,-bAtemil-IfYAndRst@nd-AndclWRgUdtYmzarovR-wikUdnEvRdunYsTIGztAgEDREnimcr-
249,-AndEnihWDErznATIGtuAndRst@nd-
250,-D@twontl@st-ItwIlgoAweAndTIGzwIlbijAst@zDeyustu-
251,-Yprefcryu-bAtD@tsnatDAsem@zIfyupredyRsElf-
252,-Yk@ntpretuh@vDATIGzYwant-hisEdsloli-AndYwontprenatuh@vDEm-natIfYmd@mdfcrIt-
253,-DAnclWRgUdtYmzarovR-
254,-s@tRdi-agAstfIftin-DAsiAndbrokInclrWnd-nol@ndInsYt-
255,-DAhRYzAtsimzIkstrimlidIstAnt-
256,-clmYdenjR-AndsAfRIGz-wRnidAdtustrYkAsparkAvhyumAnfilIGWtAvhIm-bAtnWD@tY@mwEl-hIzneCRh@zrIzumdItswe-
257,-yusim@GkSAsmYAGkAlYsEd-siIGhImkAntInyuAliwIDhIzgl@stuhIzY-@GkSAs-
258,-wAnmYtbi-wAdlEsrizAnD@nW-
259,-Y@mnatkAmplenIGD@tDAretAstslo-bAtD@tDAsitIzsowYd-
260,-wiarlezIGtYm-AndDAf@ktIz-Yh@vnatkAmclDIswetutekAlItAlselApanApondanAr@ft-
261,-hikcldDAsiApan-AndWRlcGvOstekIGAlItAlsel-
262,-DErfcrdontcktmiAbWtvyuzAndpraspEkts-
263,-YtekDIsIzmY@nsR-AndYlidDAprAfEsR-tubYthIzlIpswIDImpeSAns-
264,-sAnde-agAstsIkstinT-
265,-nATIGnuwEDRAnCenjd-DAwYndfrESIz-
266,-bAtDErsimdnorizAnAvfIr-
267,-DAS@doAvDAr@TwazklIrliWtlYndApanDAsRfAsAvDAwez-
268,-truliDAsiIzAvInfAnAtwIT-
269,-ItmAstbi@zwYd@zDAmEdAstReniAn-crDel@ntIk-AndwYnat-
270,-DizTcts@jAtetAdmiclde-InmYIm@jAneSAnskErslikamdWn@ftRsEvrAlWRAzsliv-
271,-YSAdR@zYrIkclDizmanstrAstumYrImEmbrAns-
272,-Ysc@tDAh@mbRdmyuziAmmDAskElAtAnAvwAnAvDizkriCRz-TRdifitInlikT-
273,-YsApozprAfEsRlEdAnbrak-wazAvmYApInyAntu-AndivInSUrdmYfIrz-fcr@ftRh@vIGIgz@mAndDApIg-hIzYztr@vRstDAoSAn-frAmsYdusYd-
274,-tuzdi-agAst-etinT-
275,-dUrIGhIzwaC-YslEpt-
276,-tuWRz@ftRwRdzAtErAbAlSakAwokmi-
277,-DAr@ftwazhivdApanAwctRimWntAnAdpICtdWnAgEn-@tAdIstAnsAvtwEntif@DAmz-
278,-DErzAwelAwElkrYdDAprAfEsR-
279,-fYtwazWtAvDAkwEsCAnWt-DArEptYlzroz-DewIldRWndWRlItAlr@ft-wIDArApIdAtigretRD@nD@tAvIksprEstrenz-
280,-tumanstRzonlirikrietIGclDIskAmoSAn-AndbIfcrmYz-arturEptWsAvDAprImAtIvwRld-
